measure,year,units,Achara,Boonsri,Busarakhan,Chai,Decha,Kannika,Kohsoom,Sakda,Somchair,Tansanee
Chlorides,1998,µg/l,0,20747.61905,60766.66667,32404.72222,0,28578.61111,72283.33333,28726.66667,89483.33333,0
Chlorides,1999,µg/l,0,21643.54839,73112.5,32483.33333,0,35528.33333,80408.33333,34163.24324,68616.66667,0
Chlorides,2000,µg/l,0,21408.57143,76216.66667,35277.77778,0,42161.11111,60283.33333,41050,77716.66667,0
Chlorides,2001,µg/l,0,21396.66667,50174,31610,0,35505.75758,64627.27273,35683.0303,67453,0
Chlorides,2002,µg/l,0,21508.25397,55035.71429,35271.42857,0,34500.51282,66963.63636,45105.12821,91518.18182,0
Chlorides,2003,µg/l,0,20382.33333,49708.33333,30867.97101,0,33325,59725,33116.66667,77141.66667,0
Chlorides,2004,µg/l,0,20198.46154,48436.36364,32335.55556,0,33180,56708.33333,32939.39394,53250,0
Chlorides,2005,µg/l,0,22542.77772,81435.83325,44487.83373,0,43536.11125,61183.33342,76591.66697,97191.66767,0
Chlorides,2006,µg/l,0,19820.85714,74683.33333,39714.09091,0,37277.5,46754.54545,35947.22222,92892.5,0
Chlorides,2007,µg/l,0,20716.34615,68960,29684.15094,0,30075,42033.33333,29686.38889,74998.33333,0
Chlorides,2008,µg/l,0,20814.7619,50948.33333,30600.55556,0,30078.18182,43100,30458.33333,62512.5,0
Chlorides,2009,µg/l,8325,23222,56179.09091,35387.03704,64444.44444,36147.36842,41241.66667,48484.61538,66584.54545,243260
Chlorides,2010,µg/l,9375,21379.6875,50769.16667,34693.75,90880.83333,34216.66667,35845.83333,34216.66667,61225,190900
Chlorides,2011,µg/l,10575,19509.33333,59314.16667,29242.54902,70509.09091,28884.7619,38290,28415.12821,53658.33333,137200
Chlorides,2012,µg/l,9416.666667,20769.66667,46275,27700.22222,50351.66667,28322.59259,31820.90909,30369.66667,49304,157500
Chlorides,2013,µg/l,11483.33333,23132.77778,60160,29016.36364,76697.69231,29629.72222,44765.25,67778.61111,58752,218323.6667
Chlorides,2014,µg/l,13416.66667,17098.83333,43176.66667,27075.27778,102163.75,23865.55556,48924.66667,73204.72222,76162.5,259539.8182
Chlorides,2015,µg/l,11358.33333,15364.875,48306.36364,21854.87179,76853.33333,23628.61111,41886.08333,35669.16667,94662.30769,185438.9167
Chlorides,2016,µg/l,9616.666667,15963.85294,58823.84615,20136.38889,63555.55556,23103.61111,35290.25,22835.83333,90017.69231,168564.75
Chlorodinine,1998,µg/l,0,0,0,0,0,0,0,0,0,0
Chlorodinine,1999,µg/l,0,0,0,0,0,0,0,0,0,0
Chlorodinine,2000,µg/l,0,0,0,0,0,0,0,0,0,0
Chlorodinine,2001,µg/l,0,0,0,0,0,0,0,0,0,0
Chlorodinine,2002,µg/l,0,0,0,0,0,0,0,0,0,0
Chlorodinine,2003,µg/l,0,0,0,0,0,0,0,0,0,0
Chlorodinine,2004,µg/l,0,0,0,0,0,0,0,0,0,0
Chlorodinine,2005,µg/l,0,0,0,0,0,0,0,0,0,0
Chlorodinine,2006,µg/l,0,0,0,0,0,0,0,0,0,0
Chlorodinine,2007,µg/l,0,0,0,0,0,0,0,0,0,0
Chlorodinine,2008,µg/l,0,0,0,0,0,0,0,0,0,0
Chlorodinine,2009,µg/l,0,0,0,0,0,0,0,0,0,0
Chlorodinine,2010,µg/l,0,0,0,0,0,0,0,0,0,0
Chlorodinine,2011,µg/l,0,0,0,0,0,0,0,0,0,0
Chlorodinine,2012,µg/l,0,0,0,0,0,0,0,0,0,0
Chlorodinine,2013,µg/l,0,0,0,0,0,0,0,0,0,0
Chlorodinine,2014,µg/l,0,0.25125,0.2556,0.243666667,0,0.2381875,0.2413,0.252454545,0.2576,0
Chlorodinine,2015,µg/l,0,0.247028571,0.275,0.250851852,0,0.246740741,0.243818182,0.246185185,0.253444444,0
Chlorodinine,2016,µg/l,0,0.029285714,0.036166667,0.02290625,0,0.025272727,0.067727273,0.028666667,0.032916667,0
Chromium,1998,µg/l,0,10.71428571,16.66666667,5.713513514,0,15.11351351,15.83333333,19.90769231,21.33333333,0
Chromium,1999,µg/l,0,8.793103448,14.92142857,9.9,0,11.08421053,20.45,12.15435897,15.14285714,0
Chromium,2000,µg/l,0,10.98457143,16.21857143,15.79026316,0,16.99210526,19.28928571,16.32526316,17.65928571,0
Chromium,2001,µg/l,0,14.11962963,11.242,14.29333333,0,17.74333333,24.98545455,16.03030303,16.86333333,0
Chromium,2002,µg/l,0,7.708529412,11.73555556,6.813859649,0,10.75464286,14.01545455,7.022962963,14.51777778,0
Chromium,2003,µg/l,0,2.618066667,4.480833333,3.4434,0,6.132090909,15.387,3.05759375,3.828666667,0
Chromium,2004,µg/l,0,3.332440678,2.715166667,3.436513889,0,2.084166667,3.856181818,3.510888889,2.578416667,0
Chromium,2005,µg/l,0,1.518194444,3.013666667,2.777363636,0,3.754361111,6.234454545,2.440305556,4.325833333,0
Chromium,2006,µg/l,0,2.096188406,1.162416667,3.182424242,0,2.268944444,3.36325,2.163,2.824166667,0
Chromium,2007,µg/l,0,3.000960784,4.295166667,4.200478873,0,2.491916667,8.973636364,2.862527778,4.675833333,0
Chromium,2008,µg/l,0,0,2.925,3.189090909,0,2.821052632,0,3.207727273,4.6225,0
Chromium,2009,µg/l,0.85,0,8.5625,4.322592593,14.6,4.459259259,0,4.488888889,11.7,1.025
Chromium,2010,µg/l,0.69,8.702767742,7.616666667,4.830555556,13.72727273,3.408333333,5.241666667,3.997222222,7.875,1.68125
Chromium,2011,µg/l,0.073333333,3.170243333,3.591666667,2.188888889,18.27272727,2.58974359,4.621083333,3.119444444,4.05,3.56
Chromium,2012,µg/l,0.283333333,0.91523125,2.9,1.666666667,19.75,1.8,13.15454545,2.166666667,2.8,0
Chromium,2013,µg/l,0,0.303916667,0,3.733333333,2.373333333,0,2.950833333,0,0,0
Chromium,2014,µg/l,0,0.86803125,1.8,2.088888889,0.344285714,1.042428571,1.625,0.595055556,2.96,0
Chromium,2015,µg/l,0,0,0,0,0.632,1.82325,0,1.486416667,0,0
Chromium,2016,µg/l,0,0,0,0,0,2.204444444,0,1.63125,0,0
Chrysene,1998,µg/l,0,0,0,0,0,0,0,0,0,0
Chrysene,1999,µg/l,0,0,0,0,0,0,0,0,0,0
Chrysene,2000,µg/l,0,0,0,0,0,0,0,0,0,0
Chrysene,2001,µg/l,0,0,0,0,0,0,0,0,0,0
Chrysene,2002,µg/l,0,0,0,0,0,0,0,0,0,0
Chrysene,2003,µg/l,0,0,0,0,0,0,0,0,0,0
Chrysene,2004,µg/l,0,0,0,0,0,0,0,0,0,0
Chrysene,2005,µg/l,0,0,0,0,0,0,0,0,0,0
Chrysene,2006,µg/l,0,0,0,0,0,0,0,0,0,0
Chrysene,2007,µg/l,0,0,0,0,0,0,0,0,0,0
Chrysene,2008,µg/l,0,0.003,0,0,0,0,0.003,0,0,0
Chrysene,2009,µg/l,0,0.003,0,0,0,0,0.003,0,0,0
Chrysene,2010,µg/l,0,0,0,0,0,0,0,0,0,0
Chrysene,2011,µg/l,0,0,0,0,0,0,0,0,0,0
Chrysene,2012,µg/l,0,0,0,0,0,0,0,0,0,0
Chrysene,2013,µg/l,0,0,0,0,0,0,0,0,0,0
Chrysene,2014,µg/l,0,0,0,0,0,0,0,0,0,0
Chrysene,2015,µg/l,0,0,0,0,0,0,0,0,0,0
Chrysene,2016,µg/l,0,0,0,0,0,0,0,0,0,0
Copper,1998,µg/l,0,13.23809524,24.33333333,14.10540541,0,15.11351351,34.66666667,24.28461538,18.33333333,0
Copper,1999,µg/l,0,18.34482759,24.61428571,23.75789474,0,23.22368421,27.77142857,28.15846154,48.9,0
Copper,2000,µg/l,0,21.20657143,26.47285714,26.18736842,0,26.15736842,24.37571429,28.22421053,31.06428571,0
Copper,2001,µg/l,0,16.93814815,20.043,26.24266667,0,25.73424242,20.97090909,23.27787879,26.34444444,0
Copper,2002,µg/l,0,22.63705882,22.08888889,27.09775862,0,22.84214286,21.79363636,20.63857143,25.22333333,0
Copper,2003,µg/l,0,9.122555556,12.08,10.33491228,0,19.27870968,102.6759167,11.9871875,20.11916667,0
Copper,2004,µg/l,0,12.71418966,12.86933333,9.89657971,0,7.8667,10.77418182,8.904833333,11.83918182,0
Copper,2005,µg/l,0,6.153125,9.889916667,19.32924258,0,9.318694444,6.938818182,10.01975,23.4525,0
Copper,2006,µg/l,0,6.798014493,13.24108333,9.095727273,0,9.162694444,6.646333333,10.17586111,13.88283333,0
Copper,2007,µg/l,0,9.062058824,15.56725,12.16128169,0,12.60330556,13.55845455,10.8245,11.51216667,0
Copper,2008,µg/l,0,0,4.9625,8.909090909,0,8.057894737,0,6.645454545,5.1375,0
Copper,2009,µg/l,6.5875,0,6.3625,4.404814815,18.95,5.059259259,0,5.488888889,8.4,4.975
Copper,2010,µg/l,8.891666667,8.949677419,8.008333333,4.108333333,8.52875,3.583333333,11.06666667,3.522222222,7.325,5.58375
Copper,2011,µg/l,3.283333333,10.92092667,8.166666667,3.466666667,4.77,4.317948718,29.40333333,3.725,15.425,9.8975
Copper,2012,µg/l,2.966666667,2.723578125,2.85,2.633333333,11.57666667,3.922222222,16.61818182,3.65,5.2,4.1
Copper,2013,µg/l,2.9,3.761491667,0,3.133333333,6.658333333,0,3.341666667,0,0,0
Copper,2014,µg/l,0,3.164875,1.92,2.433333333,2.837142857,14.79280952,3.291666667,24.203,2.68,0
Copper,2015,µg/l,0,0,0,0,7.266,10.54708333,0,8.660833333,6.97,0
Copper,2016,µg/l,0,0,0,0,0,8.805555556,0,8.773611111,0,0
Cyanides,1998,µg/l,0,0,0,0,0,0,0,0,0,0
Cyanides,1999,µg/l,0,0,0,0,0,0,0,0,0,0
Cyanides,2000,µg/l,0,0,0,0,0,0,0,0,0,0
Cyanides,2001,µg/l,0,0,0,0,0,0,0,0,0,0
Cyanides,2002,µg/l,0,0,0,0,0,0,0,0,0,0
Cyanides,2003,µg/l,0,0,0,0,0,0,0,0,0,0
Cyanides,2004,µg/l,0,0,0,0,0,0,0,0,0,0
Cyanides,2005,µg/l,0,0,0,0,0,0,0,0,0,0
Cyanides,2006,µg/l,0,0,0,0,0,0,0,0,0,0
Cyanides,2007,µg/l,0,0,0,0,0,0,0,0,0,0
Cyanides,2008,µg/l,0,0,0.002258333,0.002042424,0,0.002,0,0.002988889,0.003216667,0
Cyanides,2009,µg/l,0.0025,0,0.002241667,0.002,0,0.002105263,0,0.002,0.002,0
Cyanides,2010,µg/l,0,0,0.004566667,0.004,2.7223,0.004,0,0.004,0.0056,0
Cyanides,2011,µg/l,0,0,0,0,0,0,0,0,0,0
Cyanides,2012,µg/l,0,0,0,0,2.076,0,0,0,0,0
Cyanides,2013,µg/l,0,0,0,0,0,0,0,0,0,0
Cyanides,2014,µg/l,0,0,0,0,0,0,0,0,0,0
Cyanides,2015,µg/l,0,0,0,0,0,0,0,0,0,0
Cyanides,2016,µg/l,0,0,0,0,0,0,0,0,0,0
Dieldrin,1998,µg/l,0,0,0,0,0,0,0,0,0,0
Dieldrin,1999,µg/l,0,0,0,0,0,0,0,0,0,0
Dieldrin,2000,µg/l,0,0,0,0,0,0,0,0,0,0
Dieldrin,2001,µg/l,0,0,0,0,0,0,0,0,0,0
Dieldrin,2002,µg/l,0,0,0,0,0,0,0,0,0,0
Dieldrin,2003,µg/l,0,0,0,0,0,0,0,0,0,0
Dieldrin,2004,µg/l,0,0,0,0,0,0,0,0,0,0
Dieldrin,2005,µg/l,0,0.074824561,0.109545455,0.047181818,0,0.03064,0.082777778,0.092931034,0.142909091,0
Dieldrin,2006,µg/l,0,0.061217391,0.053666667,0.023871795,0,0.040068966,0.0232,0.040291667,0.0796,0
Dieldrin,2007,µg/l,0,0.023980392,0.005083333,0.019774194,0,0.0112,0.01125,0.018333333,0.009666667,0
Dieldrin,2008,µg/l,0,0,0,0,0,0,0,0,0,0
Dieldrin,2009,µg/l,0,0,0.015,0.015,0,0.015,0,0.015,0.015,0.008
Dieldrin,2010,µg/l,0,0,0,0,0,0,0,0,0,0
Dieldrin,2011,µg/l,0,0,0,0,0,0,0,0,0,0
Dieldrin,2012,µg/l,0,0,0,0,0,0,0,0,0,0
Dieldrin,2013,µg/l,0,0,0,0,0,0,0,0,0,0
Dieldrin,2014,µg/l,0,0,0,0,0,0,0,0,0,0
Dieldrin,2015,µg/l,0,0,0,0,0,0,0,0,0,0
Dieldrin,2016,µg/l,0,0,0,0,0,0,0,0,0,0
Dissolved organic carbon,1998,µg/l,0,0,0,0,0,0,0,0,0,0
Dissolved organic carbon,1999,µg/l,0,0,0,0,0,0,0,0,0,0
Dissolved organic carbon,2000,µg/l,0,0,0,0,0,0,0,0,0,0
Dissolved organic carbon,2001,µg/l,0,0,0,0,0,0,0,0,0,0
Dissolved organic carbon,2002,µg/l,0,0,0,0,0,0,0,0,0,0
Dissolved organic carbon,2003,µg/l,0,0,0,0,0,0,0,0,0,0
Dissolved organic carbon,2004,µg/l,0,0,0,0,0,0,0,0,0,0
Dissolved organic carbon,2005,µg/l,0,0,0,0,0,0,0,0,0,0
Dissolved organic carbon,2006,µg/l,0,0,0,0,0,0,0,0,0,0
Dissolved organic carbon,2007,µg/l,0,0,0,0,0,0,0,0,0,0
Dissolved organic carbon,2008,µg/l,0,0,8120,0,0,5133.333333,0,3673.333333,5230,0
Dissolved organic carbon,2009,µg/l,0,0,0,0,0,0,0,0,0,0
Dissolved organic carbon,2010,µg/l,0,0,0,0,0,0,0,0,0,0
Dissolved organic carbon,2011,µg/l,0,0,0,0,0,0,0,0,0,0
Dissolved organic carbon,2012,µg/l,0,0,0,0,0,0,0,0,0,0
Dissolved organic carbon,2013,µg/l,0,0,0,0,0,0,0,0,0,0
Dissolved organic carbon,2014,µg/l,0,0,0,0,0,0,0,0,0,3751.666667
Dissolved organic carbon,2015,µg/l,0,0,0,0,0,0,0,0,0,0
Dissolved organic carbon,2016,µg/l,0,0,0,0,0,0,0,0,0,0
Dissolved oxygen,1998,µg/l,0,8571.428571,7193.333333,6961.944444,0,8342.857143,5983.333333,8041.666667,5900,0
Dissolved oxygen,1999,µg/l,0,8894.722222,8308.333333,8713.888889,0,8061.111111,5650,8113.513514,8208.333333,0
Dissolved oxygen,2000,µg/l,0,9177.777778,8441.666667,8572.222222,0,8808.333333,6650,8794.444444,7825,0
Dissolved oxygen,2001,µg/l,0,8525.333333,8876,8327,0,8706.060606,6354.545455,8768.484848,8422,0
Dissolved oxygen,2002,µg/l,0,8328.412698,9000,9187.301587,0,7869.230769,7509.090909,7997.435897,10418.18182,0
Dissolved oxygen,2003,µg/l,0,8497.666667,9308.333333,9470.434783,0,8409.090909,7950,8469.69697,9425,0
Dissolved oxygen,2004,µg/l,0,8272.941176,8781.818182,8793.333333,0,8270,8015,8524.242424,8810,0
Dissolved oxygen,2005,µg/l,0,8206.527778,8125,8366.944444,0,8724.444444,8350,9002.777778,8075,0
Dissolved oxygen,2006,µg/l,0,8436,7850,8830.972222,0,9472.222222,9148,8569.444444,7680.833333,0
Dissolved oxygen,2007,µg/l,0,9180.384615,8133.333333,8285.147059,0,8970.555556,9797.5,8821.111111,8258.333333,0
Dissolved oxygen,2008,µg/l,0,8530.952381,8217.5,8355,0,9056.060606,9360.909091,8946.944444,7770.833333,0
Dissolved oxygen,2009,µg/l,9666.666667,8657.818182,9116.666667,9128.205128,11303.63636,9102.368421,8152.5,8937.179487,8941.666667,11490.83333
Dissolved oxygen,2010,µg/l,10225,9074.0625,9900,9895.833333,11475,8995.833333,6974.166667,8867.222222,10075,9427.5
Dissolved oxygen,2011,µg/l,9965.833333,9271.666667,9225,9211.794872,10283.33333,8982.666667,7190,9384.358974,9592.5,7704.166667
Dissolved oxygen,2012,µg/l,10212.91667,9349.090909,8873.181818,9007.777778,10989.16667,9453.611111,7643.636364,9054.166667,9035.238095,7297.5
Dissolved oxygen,2013,µg/l,10025,9555.277778,8150.833333,9116.973684,11115.71429,10179.16667,7767.5,9746.388889,8515,9411.538462
Dissolved oxygen,2014,µg/l,10283.33333,9209.833333,8849.230769,9352.051282,10684.61538,9350.555556,7799.166667,8975,9253.461538,9067.5
Dissolved oxygen,2015,µg/l,9675,9313.75,9050.192308,9714.315068,11033.33333,9942.222222,8493.333333,9190.277778,8928.846154,8750
Dissolved oxygen,2016,µg/l,9866.666667,9004,8475,9322.337662,10468.46154,9683.888889,6815.833333,9309.444444,9483.6,7957.5
Dissolved silicates,1998,µg/l,0,0,0,0,0,0,0,0,0,0
Dissolved silicates,1999,µg/l,0,0,0,0,0,0,0,0,0,0
Dissolved silicates,2000,µg/l,0,0,0,0,0,0,0,0,0,0
Dissolved silicates,2001,µg/l,0,0,0,0,0,0,0,0,0,0
Dissolved silicates,2002,µg/l,0,0,0,0,0,0,0,0,0,0
Dissolved silicates,2003,µg/l,0,0,0,0,0,0,0,0,0,0
Dissolved silicates,2004,µg/l,0,0,0,0,0,0,0,0,0,0
Dissolved silicates,2005,µg/l,0,0,0,0,0,0,0,0,0,0
Dissolved silicates,2006,µg/l,0,0,0,0,0,0,0,0,0,0
Dissolved silicates,2007,µg/l,0,0,0,0,0,0,0,0,0,0
Dissolved silicates,2008,µg/l,0,0,3824,0,0,0,0,0,0,0
Dissolved silicates,2009,µg/l,7268.75,0,0,0,11154,0,0,0,0,3287.777778
Dissolved silicates,2010,µg/l,8756.115385,0,0,0,14846,0,0,0,0,5925.583333
Dissolved silicates,2011,µg/l,5825.555556,0,0,0,0,0,0,0,0,0
Dissolved silicates,2012,µg/l,0,0,0,0,0,0,0,0,0,0
Dissolved silicates,2013,µg/l,0,4866.666667,3660.384615,2772.692308,0,2719.722222,15375,2605.833333,4051.923077,0
Dissolved silicates,2014,µg/l,2016.666667,3263.333333,1870,2061.282051,2813,0,0,0,1995,0
Dissolved silicates,2015,µg/l,1833.333333,0,0,2941.666667,0,0,0,0,0,0
Dissolved silicates,2016,µg/l,2083.333333,0,0,0,0,0,0,0,0,0
Endosulfan (alpha),1998,µg/l,0,0,0,0,0,0,0,0,0,0
Endosulfan (alpha),1999,µg/l,0,0,0,0,0,0,0,0,0,0
Endosulfan (alpha),2000,µg/l,0,0,0,0,0,0,0,0,0,0
Endosulfan (alpha),2001,µg/l,0,0,0,0,0,0,0,0,0,0
Endosulfan (alpha),2002,µg/l,0,0,0,0,0,0,0,0,0,0
Endosulfan (alpha),2003,µg/l,0,0,0,0,0,0,0,0,0,0
Endosulfan (alpha),2004,µg/l,0,0,0,0,0,0,0,0,0,0
Endosulfan (alpha),2005,µg/l,0,0.065388889,0.0722,0.03325,0,0,0.007125,0.014238095,0.094545455,0
Endosulfan (alpha),2006,µg/l,0,0.133425532,0.10375,0.084456522,0,0.069347826,0.111,0.099481481,0.0897,0
Endosulfan (alpha),2007,µg/l,0,0.018529412,0.012666667,0.020370968,0,0.010833333,0.017583333,0.010388889,0.010916667,0
Endosulfan (alpha),2008,µg/l,0,0,0,0,0,0,0,0,0,0
Endosulfan (alpha),2009,µg/l,0,0,0,0,0,0,0,0,0,0
Endosulfan (alpha),2010,µg/l,0,0,0,0,0,0,0,0,0,0
Endosulfan (alpha),2011,µg/l,0,0,0,0,0,0,0,0,0,0
Endosulfan (alpha),2012,µg/l,0,0,0,0,0,0,0,0,0,0
Endosulfan (alpha),2013,µg/l,0,0,0,0,0,0,0,0,0,0
Endosulfan (alpha),2014,µg/l,0,0,0,0,0,0,0,0,0,0
Endosulfan (alpha),2015,µg/l,0,0,0,0,0,0,0,0,0,0
Endosulfan (alpha),2016,µg/l,0,0,0,0,0,0,0,0,0,0
Endosulfan (beta),1998,µg/l,0,0,0,0,0,0,0,0,0,0
Endosulfan (beta),1999,µg/l,0,0,0,0,0,0,0,0,0,0
Endosulfan (beta),2000,µg/l,0,0,0,0,0,0,0,0,0,0
Endosulfan (beta),2001,µg/l,0,0,0,0,0,0,0,0,0,0
Endosulfan (beta),2002,µg/l,0,0,0,0,0,0,0,0,0,0
Endosulfan (beta),2003,µg/l,0,0,0,0,0,0,0,0,0,0
Endosulfan (beta),2004,µg/l,0,0,0,0,0,0,0,0,0,0
Endosulfan (beta),2005,µg/l,0,0.006222222,0.0482,0.003867925,0,0,0,0.020428571,0.0607,0
Endosulfan (beta),2006,µg/l,0,0.16875,0.142,0.087846154,0,0.131333333,0.126714286,0.106409091,0.093142857,0
Endosulfan (beta),2007,µg/l,0,0.042058824,0.028083333,0.041274194,0,0.026,0.024416667,0.019166667,0.019666667,0
Endosulfan (beta),2008,µg/l,0,0,0,0,0,0,0,0,0,0
Endosulfan (beta),2009,µg/l,0,0,0,0,0,0,0,0,0,0
Endosulfan (beta),2010,µg/l,0,0,0,0,0,0,0,0,0,0
Endosulfan (beta),2011,µg/l,0,0,0,0,0,0,0,0,0,0
Endosulfan (beta),2012,µg/l,0,0,0,0,0,0,0,0,0,0
Endosulfan (beta),2013,µg/l,0,0,0,0,0,0,0,0,0,0
Endosulfan (beta),2014,µg/l,0,0,0,0,0,0,0,0,0,0
Endosulfan (beta),2015,µg/l,0,0,0,0,0,0,0,0,0,0
Endosulfan (beta),2016,µg/l,0,0,0,0,0,0,0,0,0,0
Endrin,1998,µg/l,0,0,0,0,0,0,0,0,0,0
Endrin,1999,µg/l,0,0,0,0,0,0,0,0,0,0
Endrin,2000,µg/l,0,0,0,0,0,0,0,0,0,0
Endrin,2001,µg/l,0,0,0,0,0,0,0,0,0,0
Endrin,2002,µg/l,0,0,0,0,0,0,0,0,0,0
Endrin,2003,µg/l,0,0,0,0,0,0,0,0,0,0
Endrin,2004,µg/l,0,0,0,0,0,0,0,0,0,0
Endrin,2005,µg/l,0,0.124184615,0.129363636,0.168079365,0,0.112612903,0.056444444,0.087964286,0.232666667,0
Endrin,2006,µg/l,0,0.109046512,0.088888889,0.059,0,0.084870968,0.1641,0.07856,0.114333333,0
Endrin,2007,µg/l,0,0.017529412,0.01625,0.008919355,0,0.010971429,0.033916667,0.011805556,0.00925,0
Endrin,2008,µg/l,0,0.025,0,0,0,0,0.025,0,0,0
Endrin,2009,µg/l,0,0.001,0.073,0.073,0,0.073,0.001,0.073,0.073,0.0365
Endrin,2010,µg/l,0,0,0,0,0,0,0,0,0,0
Endrin,2011,µg/l,0,0,0,0,0,0,0,0,0,0
Endrin,2012,µg/l,0,0,0,0,0,0,0,0,0,0
Endrin,2013,µg/l,0,0,0,0,0,0,0,0,0,0
Endrin,2014,µg/l,0,0,0,0,0,0,0,0,0,0
Endrin,2015,µg/l,0,0,0,0,0,0,0,0,0,0
Endrin,2016,µg/l,0,0,0,0,0,0,0,0,0,0
Fecal coliforms,1998,µg/l,0,0,5.733333333,3.078055556,0,2.878611111,0,5.1,18.33333333,0
Fecal coliforms,1999,µg/l,0,60.35833333,568.75,1727.730435,0,601.2,3478.46,621.05,271.4285714,0
Fecal coliforms,2000,µg/l,0,132.6206897,2109.75,5382.714286,0,271.3461538,827,406.037037,598.4444444,0
Fecal coliforms,2001,µg/l,0,24,36.625,341.6666667,0,675.5384615,1133.272727,93.33333333,189.75,0
Fecal coliforms,2002,µg/l,0,201,6,140,0,50,235,240,40,0
Fecal coliforms,2003,µg/l,0,2238.939394,160,16379.23077,0,603.3333333,66951,594.0833333,212.5,0
Fecal coliforms,2004,µg/l,0,350.2666667,340,291.2533333,0,20,3778.333333,40,0,0
Fecal coliforms,2005,µg/l,0,53.54545455,1090,775.8333333,0,242.1666667,681.0909091,1006.666667,390,0
Fecal coliforms,2006,µg/l,0,61.12363636,0,0,0,0,3236,0,0,0
Fecal coliforms,2007,µg/l,0,461.7021277,4413.818182,2106.172414,0,327.3333333,1670,1446.606061,3083.636364,0
Fecal coliforms,2008,µg/l,0,517.1875,47109.09091,24071.06667,0,4729.121212,3927.545455,3693.027778,35380,0
Fecal coliforms,2009,µg/l,0,501.25,22100.83333,19749.86111,0,395.0526316,69954.54545,529.6410256,59710,0
Fecal coliforms,2010,µg/l,0,460.9375,0,0,0,2443.333333,135745.4545,136,0,0
Fecal coliforms,2011,µg/l,0,488.6451613,0,0,0,0,165675,0,0,0
Fecal coliforms,2012,µg/l,0,523.25,0,400.1666667,0,0,4200.833333,0,0,0
Fecal coliforms,2013,µg/l,0,384.3333333,0,0,0,0,2944.444444,0,0,0
Fecal coliforms,2014,µg/l,0,0,0,0,0,0,0,0,0,0
Fecal coliforms,2015,µg/l,0,0,0,0,0,0,0,0,0,0
Fecal coliforms,2016,µg/l,0,0,0,0,0,0,0,0,0,0
Fecal streptococci ,1998,µg/l,0,0,0,0,0,0,0,0,0,0
Fecal streptococci ,1999,µg/l,0,33.86,231.8,206.1846154,0,96.64444444,122.6,87.53333333,3222.4,0
Fecal streptococci ,2000,µg/l,0,19.125,20.25,39.05263158,0,19.375,13.66666667,44.56521739,620,0
Fecal streptococci ,2001,µg/l,0,15.44444444,6.666666667,24.79166667,0,6.823529412,15.16666667,7.8,9.333333333,0
Fecal streptococci ,2002,µg/l,0,6.416666667,0,11.33333333,0,2,12.5,2,0,0
Fecal streptococci ,2003,µg/l,0,333.1818182,92,1144.270833,0,174.4,1393,41.86666667,5192,0
Fecal streptococci ,2004,µg/l,0,13.9,70,161.6,0,10.5,202,33,0,0
Fecal streptococci ,2005,µg/l,0,13.39393939,402.75,5.573333333,0,2.166666667,441.0909091,2.153333333,82.2,0
Fecal streptococci ,2006,µg/l,0,9.649090909,0,0,0,0,115.3,0,0,0
Fecal streptococci ,2007,µg/l,0,45.2787234,2693.872727,65.45862069,0,54.7030303,141.5,15.90909091,3916.745455,0
Fecal streptococci ,2008,µg/l,0,29.02857143,1748.545455,413.7903226,0,77.21515152,395.9090909,93.93611111,2384,0
Fecal streptococci ,2009,µg/l,0,44.20833333,2404.125,327.6138889,0,161.65,25063.63636,40.22307692,2003.083333,0
Fecal streptococci ,2010,µg/l,0,26.3125,0,0,0,35,18670.90909,139.3333333,0,0
Fecal streptococci ,2011,µg/l,0,22.17857143,0,0,0,0,49992.5,0,0,0
Fecal streptococci ,2012,µg/l,0,51.96875,0,37.83333333,0,0,1033.333333,0,0,0
Fecal streptococci ,2013,µg/l,0,31.69444444,0,0,0,0,1992.222222,0,0,0
Fecal streptococci ,2014,µg/l,0,0,0,0,0,0,0,0,0,0
Fecal streptococci ,2015,µg/l,0,0,0,0,0,0,0,0,0,0
Fecal streptococci ,2016,µg/l,0,0,0,0,0,0,0,0,0,0
Fluoranthene,1998,µg/l,0,0,0,0,0,0,0,0,0,0
Fluoranthene,1999,µg/l,0,0,0,0,0,0,0,0,0,0
Fluoranthene,2000,µg/l,0,0,0,0,0,0,0,0,0,0
Fluoranthene,2001,µg/l,0,0,0,0,0,0,0,0,0,0
Fluoranthene,2002,µg/l,0,0,0,0,0,0,0,0,0,0
Fluoranthene,2003,µg/l,0,0,0.001,0.001,0,0.001,0.001,0.001,0.001,0
Fluoranthene,2004,µg/l,0,0,0,0,0,0,0,0,0,0
Fluoranthene,2005,µg/l,0,0,0,0,0,0,0,0,0,0
Fluoranthene,2006,µg/l,0,0,0,0,0,0,0,0,0,0
Fluoranthene,2007,µg/l,0,0,0,0,0,0,0,0,0,0
Fluoranthene,2008,µg/l,0,0.004759231,0,0,0,0,0.0050925,0,0,0
Fluoranthene,2009,µg/l,0,0.0045,0.005,0.005,0,0.005,0.0045,0.005,0.005,0.0045
Fluoranthene,2010,µg/l,0,0,0,0,0,0,0,0,0,0
Fluoranthene,2011,µg/l,0,0,0,0,0,0,0,0,0,0
Fluoranthene,2012,µg/l,0,0,0,0,0,0,0,0,0,0
Fluoranthene,2013,µg/l,0,0,0,0,0,0,0,0,0,0
Fluoranthene,2014,µg/l,0,0,0,0,0,0,0,0,0,0
Fluoranthene,2015,µg/l,0,0,0,0,0,0,0,0,0,0
