year,measure,Achara,Boonsri,Busarakhan,Chai,Decha,Kannika,Kohsoom,Sakda,Somchair,Tansanee
2000,Chrysene,0,0,0,0,0,0,0,0,0,0
2001,Chrysene,0,0,0,0,0,0,0,0,0,0
2002,Chrysene,0,0,0,0,0,0,0,0,0,0
2003,Chrysene,0,0,0,0,0,0,0,0,0,0
2004,Chrysene,0,0,0,0,0,0,0,0,0,0
2005,Chrysene,0,0,0,0,0,0,0,0,0,0
2006,Chrysene,0,0,0,0,0,0,0,0,0,0
2007,Chrysene,0,0,0,0,0,0,0,0,0,0
2008,Chrysene,0,0.003,0,0,0,0,0.003,0,0,0
2009,Chrysene,0,0.003,0,0,0,0,0.003,0,0,0
2010,Chrysene,0,0,0,0,0,0,0,0,0,0
2011,Chrysene,0,0,0,0,0,0,0,0,0,0
2012,Chrysene,0,0,0,0,0,0,0,0,0,0
2013,Chrysene,0,0,0,0,0,0,0,0,0,0
2014,Chrysene,0,0,0,0,0,0,0,0,0,0
2015,Chrysene,0,0,0,0,0,0,0,0,0,0
2016,Chrysene,0,0,0,0,0,0,0,0,0,0
1998,Copper,0,13.23809524,24.33333333,14.10540541,0,15.11351351,34.66666667,24.28461538,18.33333333,0
1999,Copper,0,18.34482759,24.61428571,23.75789474,0,23.22368421,27.77142857,28.15846154,48.9,0
2000,Copper,0,21.20657143,26.47285714,26.18736842,0,26.15736842,24.37571429,28.22421053,31.06428571,0
2001,Copper,0,16.93814815,20.043,26.24266667,0,25.73424242,20.97090909,23.27787879,26.34444444,0
2002,Copper,0,22.63705882,22.08888889,27.09775862,0,22.84214286,21.79363636,20.63857143,25.22333333,0
2003,Copper,0,9.122555556,12.08,10.33491228,0,19.27870968,102.6759167,11.9871875,20.11916667,0
2004,Copper,0,12.71418966,12.86933333,9.89657971,0,7.8667,10.77418182,8.904833333,11.83918182,0
2005,Copper,0,6.153125,9.889916667,19.32924258,0,9.318694444,6.938818182,10.01975,23.4525,0
2006,Copper,0,6.798014493,13.24108333,9.095727273,0,9.162694444,6.646333333,10.17586111,13.88283333,0
2007,Copper,0,9.062058824,15.56725,12.16128169,0,12.60330556,13.55845455,10.8245,11.51216667,0
2008,Copper,0,0,4.9625,8.909090909,0,8.057894737,0,6.645454545,5.1375,0
2009,Copper,6.5875,0,6.3625,4.404814815,18.95,5.059259259,0,5.488888889,8.4,4.975
2010,Copper,8.891666667,8.949677419,8.008333333,4.108333333,8.52875,3.583333333,11.06666667,3.522222222,7.325,5.58375
2011,Copper,3.283333333,10.92092667,8.166666667,3.466666667,4.77,4.317948718,29.40333333,3.725,15.425,9.8975
2012,Copper,2.966666667,2.723578125,2.85,2.633333333,11.57666667,3.922222222,16.61818182,3.65,5.2,4.1
2013,Copper,2.9,3.761491667,0,3.133333333,6.658333333,0,3.341666667,0,0,0
2014,Copper,0,3.164875,1.92,2.433333333,2.837142857,14.79280952,3.291666667,24.203,2.68,0
2015,Copper,0,0,0,0,7.266,10.54708333,0,8.660833333,6.97,0
2016,Copper,0,0,0,0,0,8.805555556,0,8.773611111,0,0
1998,Cyanides,0,0,0,0,0,0,0,0,0,0
1999,Cyanides,0,0,0,0,0,0,0,0,0,0
2000,Cyanides,0,0,0,0,0,0,0,0,0,0
2001,Cyanides,0,0,0,0,0,0,0,0,0,0
2002,Cyanides,0,0,0,0,0,0,0,0,0,0
2003,Cyanides,0,0,0,0,0,0,0,0,0,0
2004,Cyanides,0,0,0,0,0,0,0,0,0,0
2005,Cyanides,0,0,0,0,0,0,0,0,0,0
2006,Cyanides,0,0,0,0,0,0,0,0,0,0
2007,Cyanides,0,0,0,0,0,0,0,0,0,0
2008,Cyanides,0,0,0.002258333,0.002042424,0,0.002,0,0.002988889,0.003216667,0
2009,Cyanides,0.0025,0,0.002241667,0.002,0,0.002105263,0,0.002,0.002,0
2010,Cyanides,0,0,0.004566667,0.004,2.7223,0.004,0,0.004,0.0056,0
2011,Cyanides,0,0,0,0,0,0,0,0,0,0
2012,Cyanides,0,0,0,0,2.076,0,0,0,0,0
2013,Cyanides,0,0,0,0,0,0,0,0,0,0
2014,Cyanides,0,0,0,0,0,0,0,0,0,0
2015,Cyanides,0,0,0,0,0,0,0,0,0,0
2016,Cyanides,0,0,0,0,0,0,0,0,0,0
1998,Dieldrin,0,0,0,0,0,0,0,0,0,0
1999,Dieldrin,0,0,0,0,0,0,0,0,0,0
2000,Dieldrin,0,0,0,0,0,0,0,0,0,0
2001,Dieldrin,0,0,0,0,0,0,0,0,0,0
2002,Dieldrin,0,0,0,0,0,0,0,0,0,0
2003,Dieldrin,0,0,0,0,0,0,0,0,0,0
2004,Dieldrin,0,0,0,0,0,0,0,0,0,0
2005,Dieldrin,0,0.074824561,0.109545455,0.047181818,0,0.03064,0.082777778,0.092931034,0.142909091,0
2006,Dieldrin,0,0.061217391,0.053666667,0.023871795,0,0.040068966,0.0232,0.040291667,0.0796,0
2007,Dieldrin,0,0.023980392,0.005083333,0.019774194,0,0.0112,0.01125,0.018333333,0.009666667,0
2008,Dieldrin,0,0,0,0,0,0,0,0,0,0
2009,Dieldrin,0,0,0.015,0.015,0,0.015,0,0.015,0.015,0.008
2010,Dieldrin,0,0,0,0,0,0,0,0,0,0
2011,Dieldrin,0,0,0,0,0,0,0,0,0,0
2012,Dieldrin,0,0,0,0,0,0,0,0,0,0
2013,Dieldrin,0,0,0,0,0,0,0,0,0,0
2014,Dieldrin,0,0,0,0,0,0,0,0,0,0
2015,Dieldrin,0,0,0,0,0,0,0,0,0,0
2016,Dieldrin,0,0,0,0,0,0,0,0,0,0
1998,Dissolved organic carbon,0,0,0,0,0,0,0,0,0,0
1999,Dissolved organic carbon,0,0,0,0,0,0,0,0,0,0
2000,Dissolved organic carbon,0,0,0,0,0,0,0,0,0,0
2001,Dissolved organic carbon,0,0,0,0,0,0,0,0,0,0
2002,Dissolved organic carbon,0,0,0,0,0,0,0,0,0,0
2003,Dissolved organic carbon,0,0,0,0,0,0,0,0,0,0
2004,Dissolved organic carbon,0,0,0,0,0,0,0,0,0,0
2005,Dissolved organic carbon,0,0,0,0,0,0,0,0,0,0
2006,Dissolved organic carbon,0,0,0,0,0,0,0,0,0,0
2007,Dissolved organic carbon,0,0,0,0,0,0,0,0,0,0
2008,Dissolved organic carbon,0,0,8120,0,0,5133.333333,0,3673.333333,5230,0
2009,Dissolved organic carbon,0,0,0,0,0,0,0,0,0,0
2010,Dissolved organic carbon,0,0,0,0,0,0,0,0,0,0
2011,Dissolved organic carbon,0,0,0,0,0,0,0,0,0,0
2012,Dissolved organic carbon,0,0,0,0,0,0,0,0,0,0
2013,Dissolved organic carbon,0,0,0,0,0,0,0,0,0,0
2014,Dissolved organic carbon,0,0,0,0,0,0,0,0,0,3751.666667
2015,Dissolved organic carbon,0,0,0,0,0,0,0,0,0,0
2016,Dissolved organic carbon,0,0,0,0,0,0,0,0,0,0
1998,Dissolved oxygen,0,8571.428571,7193.333333,6961.944444,0,8342.857143,5983.333333,8041.666667,5900,0
1999,Dissolved oxygen,0,8894.722222,8308.333333,8713.888889,0,8061.111111,5650,8113.513514,8208.333333,0
2000,Dissolved oxygen,0,9177.777778,8441.666667,8572.222222,0,8808.333333,6650,8794.444444,7825,0
2001,Dissolved oxygen,0,8525.333333,8876,8327,0,8706.060606,6354.545455,8768.484848,8422,0
2002,Dissolved oxygen,0,8328.412698,9000,9187.301587,0,7869.230769,7509.090909,7997.435897,10418.18182,0
2003,Dissolved oxygen,0,8497.666667,9308.333333,9470.434783,0,8409.090909,7950,8469.69697,9425,0
2004,Dissolved oxygen,0,8272.941176,8781.818182,8793.333333,0,8270,8015,8524.242424,8810,0
2005,Dissolved oxygen,0,8206.527778,8125,8366.944444,0,8724.444444,8350,9002.777778,8075,0
2006,Dissolved oxygen,0,8436,7850,8830.972222,0,9472.222222,9148,8569.444444,7680.833333,0
2007,Dissolved oxygen,0,9180.384615,8133.333333,8285.147059,0,8970.555556,9797.5,8821.111111,8258.333333,0
2008,Dissolved oxygen,0,8530.952381,8217.5,8355,0,9056.060606,9360.909091,8946.944444,7770.833333,0
2009,Dissolved oxygen,9666.666667,8657.818182,9116.666667,9128.205128,11303.63636,9102.368421,8152.5,8937.179487,8941.666667,11490.83333
2010,Dissolved oxygen,10225,9074.0625,9900,9895.833333,11475,8995.833333,6974.166667,8867.222222,10075,9427.5
2011,Dissolved oxygen,9965.833333,9271.666667,9225,9211.794872,10283.33333,8982.666667,7190,9384.358974,9592.5,7704.166667
2012,Dissolved oxygen,10212.91667,9349.090909,8873.181818,9007.777778,10989.16667,9453.611111,7643.636364,9054.166667,9035.238095,7297.5
2013,Dissolved oxygen,10025,9555.277778,8150.833333,9116.973684,11115.71429,10179.16667,7767.5,9746.388889,8515,9411.538462
2014,Dissolved oxygen,10283.33333,9209.833333,8849.230769,9352.051282,10684.61538,9350.555556,7799.166667,8975,9253.461538,9067.5
2015,Dissolved oxygen,9675,9313.75,9050.192308,9714.315068,11033.33333,9942.222222,8493.333333,9190.277778,8928.846154,8750
2016,Dissolved oxygen,9866.666667,9004,8475,9322.337662,10468.46154,9683.888889,6815.833333,9309.444444,9483.6,7957.5
1998,Dissolved silicates,0,0,0,0,0,0,0,0,0,0
1999,Dissolved silicates,0,0,0,0,0,0,0,0,0,0
2000,Dissolved silicates,0,0,0,0,0,0,0,0,0,0
2001,Dissolved silicates,0,0,0,0,0,0,0,0,0,0
2002,Dissolved silicates,0,0,0,0,0,0,0,0,0,0
2003,Dissolved silicates,0,0,0,0,0,0,0,0,0,0
2004,Dissolved silicates,0,0,0,0,0,0,0,0,0,0
2005,Dissolved silicates,0,0,0,0,0,0,0,0,0,0
2006,Dissolved silicates,0,0,0,0,0,0,0,0,0,0
2007,Dissolved silicates,0,0,0,0,0,0,0,0,0,0
2008,Dissolved silicates,0,0,3824,0,0,0,0,0,0,0
2009,Dissolved silicates,7268.75,0,0,0,11154,0,0,0,0,3287.777778
2010,Dissolved silicates,8756.115385,0,0,0,14846,0,0,0,0,5925.583333
2011,Dissolved silicates,5825.555556,0,0,0,0,0,0,0,0,0
2012,Dissolved silicates,0,0,0,0,0,0,0,0,0,0
2013,Dissolved silicates,0,4866.666667,3660.384615,2772.692308,0,2719.722222,15375,2605.833333,4051.923077,0
2014,Dissolved silicates,2016.666667,3263.333333,1870,2061.282051,2813,0,0,0,1995,0
2015,Dissolved silicates,1833.333333,0,0,2941.666667,0,0,0,0,0,0
2016,Dissolved silicates,2083.333333,0,0,0,0,0,0,0,0,0
1998,Endosulfan (alpha),0,0,0,0,0,0,0,0,0,0
1999,Endosulfan (alpha),0,0,0,0,0,0,0,0,0,0
2000,Endosulfan (alpha),0,0,0,0,0,0,0,0,0,0
2001,Endosulfan (alpha),0,0,0,0,0,0,0,0,0,0
2002,Endosulfan (alpha),0,0,0,0,0,0,0,0,0,0
2003,Endosulfan (alpha),0,0,0,0,0,0,0,0,0,0
2004,Endosulfan (alpha),0,0,0,0,0,0,0,0,0,0
2005,Endosulfan (alpha),0,0.065388889,0.0722,0.03325,0,0,0.007125,0.014238095,0.094545455,0
2006,Endosulfan (alpha),0,0.133425532,0.10375,0.084456522,0,0.069347826,0.111,0.099481481,0.0897,0
2007,Endosulfan (alpha),0,0.018529412,0.012666667,0.020370968,0,0.010833333,0.017583333,0.010388889,0.010916667,0
2008,Endosulfan (alpha),0,0,0,0,0,0,0,0,0,0
2009,Endosulfan (alpha),0,0,0,0,0,0,0,0,0,0
2010,Endosulfan (alpha),0,0,0,0,0,0,0,0,0,0
2011,Endosulfan (alpha),0,0,0,0,0,0,0,0,0,0
2012,Endosulfan (alpha),0,0,0,0,0,0,0,0,0,0
2013,Endosulfan (alpha),0,0,0,0,0,0,0,0,0,0
2014,Endosulfan (alpha),0,0,0,0,0,0,0,0,0,0
2015,Endosulfan (alpha),0,0,0,0,0,0,0,0,0,0
2016,Endosulfan (alpha),0,0,0,0,0,0,0,0,0,0
1998,Endosulfan (beta),0,0,0,0,0,0,0,0,0,0
1999,Endosulfan (beta),0,0,0,0,0,0,0,0,0,0
2000,Endosulfan (beta),0,0,0,0,0,0,0,0,0,0
2001,Endosulfan (beta),0,0,0,0,0,0,0,0,0,0
2002,Endosulfan (beta),0,0,0,0,0,0,0,0,0,0
2003,Endosulfan (beta),0,0,0,0,0,0,0,0,0,0
2004,Endosulfan (beta),0,0,0,0,0,0,0,0,0,0
2005,Endosulfan (beta),0,0.006222222,0.0482,0.003867925,0,0,0,0.020428571,0.0607,0
2006,Endosulfan (beta),0,0.16875,0.142,0.087846154,0,0.131333333,0.126714286,0.106409091,0.093142857,0
2007,Endosulfan (beta),0,0.042058824,0.028083333,0.041274194,0,0.026,0.024416667,0.019166667,0.019666667,0
2008,Endosulfan (beta),0,0,0,0,0,0,0,0,0,0
2009,Endosulfan (beta),0,0,0,0,0,0,0,0,0,0
2010,Endosulfan (beta),0,0,0,0,0,0,0,0,0,0
2011,Endosulfan (beta),0,0,0,0,0,0,0,0,0,0
2012,Endosulfan (beta),0,0,0,0,0,0,0,0,0,0
2013,Endosulfan (beta),0,0,0,0,0,0,0,0,0,0
2014,Endosulfan (beta),0,0,0,0,0,0,0,0,0,0
2015,Endosulfan (beta),0,0,0,0,0,0,0,0,0,0
2016,Endosulfan (beta),0,0,0,0,0,0,0,0,0,0
1998,Endrin,0,0,0,0,0,0,0,0,0,0
1999,Endrin,0,0,0,0,0,0,0,0,0,0
2000,Endrin,0,0,0,0,0,0,0,0,0,0
2001,Endrin,0,0,0,0,0,0,0,0,0,0
2002,Endrin,0,0,0,0,0,0,0,0,0,0
2003,Endrin,0,0,0,0,0,0,0,0,0,0
2004,Endrin,0,0,0,0,0,0,0,0,0,0
2005,Endrin,0,0.124184615,0.129363636,0.168079365,0,0.112612903,0.056444444,0.087964286,0.232666667,0
2006,Endrin,0,0.109046512,0.088888889,0.059,0,0.084870968,0.1641,0.07856,0.114333333,0
2007,Endrin,0,0.017529412,0.01625,0.008919355,0,0.010971429,0.033916667,0.011805556,0.00925,0
2008,Endrin,0,0.025,0,0,0,0,0.025,0,0,0
2009,Endrin,0,0.001,0.073,0.073,0,0.073,0.001,0.073,0.073,0.0365
2010,Endrin,0,0,0,0,0,0,0,0,0,0
2011,Endrin,0,0,0,0,0,0,0,0,0,0
2012,Endrin,0,0,0,0,0,0,0,0,0,0
2013,Endrin,0,0,0,0,0,0,0,0,0,0
2014,Endrin,0,0,0,0,0,0,0,0,0,0
2015,Endrin,0,0,0,0,0,0,0,0,0,0
2016,Endrin,0,0,0,0,0,0,0,0,0,0
1998,Fecal coliforms,0,0,5.733333333,3.078055556,0,2.878611111,0,5.1,18.33333333,0
1999,Fecal coliforms,0,60.35833333,568.75,1727.730435,0,601.2,3478.46,621.05,271.4285714,0
2000,Fecal coliforms,0,132.6206897,2109.75,5382.714286,0,271.3461538,827,406.037037,598.4444444,0
2001,Fecal coliforms,0,24,36.625,341.6666667,0,675.5384615,1133.272727,93.33333333,189.75,0
2002,Fecal coliforms,0,201,6,140,0,50,235,240,40,0
2003,Fecal coliforms,0,2238.939394,160,16379.23077,0,603.3333333,66951,594.0833333,212.5,0
2004,Fecal coliforms,0,350.2666667,340,291.2533333,0,20,3778.333333,40,0,0
2005,Fecal coliforms,0,53.54545455,1090,775.8333333,0,242.1666667,681.0909091,1006.666667,390,0
2006,Fecal coliforms,0,61.12363636,0,0,0,0,3236,0,0,0
2007,Fecal coliforms,0,461.7021277,4413.818182,2106.172414,0,327.3333333,1670,1446.606061,3083.636364,0
2008,Fecal coliforms,0,517.1875,47109.09091,24071.06667,0,4729.121212,3927.545455,3693.027778,35380,0
2009,Fecal coliforms,0,501.25,22100.83333,19749.86111,0,395.0526316,69954.54545,529.6410256,59710,0
2010,Fecal coliforms,0,460.9375,0,0,0,2443.333333,135745.4545,136,0,0
2011,Fecal coliforms,0,488.6451613,0,0,0,0,165675,0,0,0
2012,Fecal coliforms,0,523.25,0,400.1666667,0,0,4200.833333,0,0,0
2013,Fecal coliforms,0,384.3333333,0,0,0,0,2944.444444,0,0,0
2014,Fecal coliforms,0,0,0,0,0,0,0,0,0,0
2015,Fecal coliforms,0,0,0,0,0,0,0,0,0,0
2016,Fecal coliforms,0,0,0,0,0,0,0,0,0,0
1998,Fecal streptococci ,0,0,0,0,0,0,0,0,0,0
1999,Fecal streptococci ,0,33.86,231.8,206.1846154,0,96.64444444,122.6,87.53333333,3222.4,0
2000,Fecal streptococci ,0,19.125,20.25,39.05263158,0,19.375,13.66666667,44.56521739,620,0
2001,Fecal streptococci ,0,15.44444444,6.666666667,24.79166667,0,6.823529412,15.16666667,7.8,9.333333333,0
2002,Fecal streptococci ,0,6.416666667,0,11.33333333,0,2,12.5,2,0,0
2003,Fecal streptococci ,0,333.1818182,92,1144.270833,0,174.4,1393,41.86666667,5192,0
2004,Fecal streptococci ,0,13.9,70,161.6,0,10.5,202,33,0,0
2005,Fecal streptococci ,0,13.39393939,402.75,5.573333333,0,2.166666667,441.0909091,2.153333333,82.2,0
2006,Fecal streptococci ,0,9.649090909,0,0,0,0,115.3,0,0,0
2007,Fecal streptococci ,0,45.2787234,2693.872727,65.45862069,0,54.7030303,141.5,15.90909091,3916.745455,0
2008,Fecal streptococci ,0,29.02857143,1748.545455,413.7903226,0,77.21515152,395.9090909,93.93611111,2384,0
2009,Fecal streptococci ,0,44.20833333,2404.125,327.6138889,0,161.65,25063.63636,40.22307692,2003.083333,0
2010,Fecal streptococci ,0,26.3125,0,0,0,35,18670.90909,139.3333333,0,0
2011,Fecal streptococci ,0,22.17857143,0,0,0,0,49992.5,0,0,0
2012,Fecal streptococci ,0,51.96875,0,37.83333333,0,0,1033.333333,0,0,0
2013,Fecal streptococci ,0,31.69444444,0,0,0,0,1992.222222,0,0,0
2014,Fecal streptococci ,0,0,0,0,0,0,0,0,0,0
2015,Fecal streptococci ,0,0,0,0,0,0,0,0,0,0
2016,Fecal streptococci ,0,0,0,0,0,0,0,0,0,0
1998,Fluoranthene,0,0,0,0,0,0,0,0,0,0
1999,Fluoranthene,0,0,0,0,0,0,0,0,0,0
2000,Fluoranthene,0,0,0,0,0,0,0,0,0,0
2001,Fluoranthene,0,0,0,0,0,0,0,0,0,0
2002,Fluoranthene,0,0,0,0,0,0,0,0,0,0
2003,Fluoranthene,0,0,0.001,0.001,0,0.001,0.001,0.001,0.001,0
2004,Fluoranthene,0,0,0,0,0,0,0,0,0,0
2005,Fluoranthene,0,0,0,0,0,0,0,0,0,0
2006,Fluoranthene,0,0,0,0,0,0,0,0,0,0
2007,Fluoranthene,0,0,0,0,0,0,0,0,0,0
2008,Fluoranthene,0,0.004759231,0,0,0,0,0.0050925,0,0,0
2009,Fluoranthene,0,0.0045,0.005,0.005,0,0.005,0.0045,0.005,0.005,0.0045
2010,Fluoranthene,0,0,0,0,0,0,0,0,0,0
2011,Fluoranthene,0,0,0,0,0,0,0,0,0,0
2012,Fluoranthene,0,0,0,0,0,0,0,0,0,0
2013,Fluoranthene,0,0,0,0,0,0,0,0,0,0
2014,Fluoranthene,0,0,0,0,0,0,0,0,0,0
2015,Fluoranthene,0,0,0,0,0,0,0,0,0,0
2016,Fluoranthene,0,0,0,0,0,0,0,0,0,0
1998,Fluorene,0,0,0,0,0,0,0,0,0,0
1999,Fluorene,0,0,0,0,0,0,0,0,0,0
2000,Fluorene,0,0,0,0,0,0,0,0,0,0
2001,Fluorene,0,0,0,0,0,0,0,0,0,0
2002,Fluorene,0,0,0,0,0,0,0,0,0,0
2003,Fluorene,0,0,0,0,0,0,0,0,0,0
2004,Fluorene,0,0,0,0,0,0,0,0,0,0
2005,Fluorene,0,0,0,0,0,0,0,0,0,0
2006,Fluorene,0,0,0,0,0,0,0,0,0,0
2007,Fluorene,0,0,0,0,0,0,0,0,0,0
2008,Fluorene,0,0,0,0,0,0,0,0,0,0
2009,Fluorene,0,0.005,0,0,0,0,0.005,0,0,0
2010,Fluorene,0,0,0,0,0,0,0,0,0,0
2011,Fluorene,0,0,0,0,0,0,0,0,0,0
2012,Fluorene,0,0,0,0,0,0,0,0,0,0
2013,Fluorene,0,0,0,0,0,0,0,0,0,0
2014,Fluorene,0,0,0,0,0,0,0,0,0,0
2015,Fluorene,0,0,0,0,0,0,0,0,0,0
2016,Fluorene,0,0,0,0,0,0,0,0,0,0
1998,gamma-Hexachlorocyclohexane,0,0.0025,0,0.002666667,0,0.002666667,0.001,0.002,0.002,0
1999,gamma-Hexachlorocyclohexane,0,0.020645161,0.076333333,0.050057143,0,0.034972222,0.047591667,0.044935135,0.113454545,0
2000,gamma-Hexachlorocyclohexane,0,0.042941176,0.046666667,0.036111111,0,0.043888889,0.051666667,0.035,0.05,0
2001,gamma-Hexachlorocyclohexane,0,0.072222222,0.09075,0.194666667,0,0.118636364,0.121,0.16375,0.06,0
2002,gamma-Hexachlorocyclohexane,0,0.012692308,0.026666667,0.025945946,0,0.015,0.026666667,0.0155,0.01625,0
2003,gamma-Hexachlorocyclohexane,0,0.041666667,0.01275,0.014,0,0.007363636,0.028,0.007111111,0.006,0
2004,gamma-Hexachlorocyclohexane,0,0.0319,0.042625,0.042825,0,0.0452,0.038777778,0.034428571,0.051,0
2005,gamma-Hexachlorocyclohexane,0,0.094558824,0.1135,0.077153846,0,0.07196875,0.095444444,0.128333333,0.106333333,0
2006,gamma-Hexachlorocyclohexane,0,0.046017857,0.028363636,0.032759259,0,0.033777778,0.0263,0.032903226,0.042636364,0
2007,gamma-Hexachlorocyclohexane,0,0.008823529,0.009583333,0.010387097,0,0.008388889,0.010416667,0.0072,0.00825,0
2008,gamma-Hexachlorocyclohexane,0,0.04,0.04,0.04,0,0.040740741,0.04,0.040740741,0.04,0
2009,gamma-Hexachlorocyclohexane,0,0.001,0.017,0.016551724,0,0.013076923,0.001,0.0136,0.017,0.02
2010,gamma-Hexachlorocyclohexane,0,0.003,0.05,0.05,0,0.05,0.003,0.05,0.05,0
2011,gamma-Hexachlorocyclohexane,0,0,0,0,0,0,0,0,0,0
2012,gamma-Hexachlorocyclohexane,0,0,0,0,0,0,0,0,0,0
2013,gamma-Hexachlorocyclohexane,0,0,0,0,0,0,0,0,0,0
2014,gamma-Hexachlorocyclohexane,0,0,0,0,0,0,0,0,0,0
2015,gamma-Hexachlorocyclohexane,0,0,0,0,0,0,0,0,0,0
2016,gamma-Hexachlorocyclohexane,0,0,0,0,0,0,0,0,0,0
1998,Heptachlor,0,0,0,0,0,0,0,0,0,0
1999,Heptachlor,0,0,0,0,0,0,0,0,0,0
2000,Heptachlor,0,0,0,0,0,0,0,0,0,0
2001,Heptachlor,0,0,0,0,0,0,0,0,0,0
2002,Heptachlor,0,0,0,0,0,0,0,0,0,0
2003,Heptachlor,0,0,0,0,0,0,0,0,0,0
2004,Heptachlor,0,0,0,0,0,0,0,0,0,0
2005,Heptachlor,0,0.007847458,0.0137,0.007438596,0,0.0030625,0.0059,0.005896552,0.0071,0
2006,Heptachlor,0,0.00997561,0.00875,0.007755102,0,0.00744,0.0153,0.00775,0.009875,0
2007,Heptachlor,0,0.0065625,0.005,0.005919355,0,0.008777778,0.005416667,0.005888889,0.005,0
2008,Heptachlor,0,0,0,0,0,0,0,0,0,0
2009,Heptachlor,0,0,0,0,0,0,0,0,0,0
2010,Heptachlor,0,0,0,0,0,0,0,0,0,0
2011,Heptachlor,0,0,0,0,0,0,0,0,0,0
2012,Heptachlor,0,0,0,0,0,0,0,0,0,0
2013,Heptachlor,0,0,0,0,0,0,0,0,0,0
2014,Heptachlor,0,0,0,0,0,0,0,0,0,0
2015,Heptachlor,0,0,0,0,0,0,0,0,0,0
2016,Heptachlor,0,0,0,0,0,0,0,0,0,0
1998,Heptachloroepoxide,0,0,0,0,0,0,0,0,0,0
1999,Heptachloroepoxide,0,0,0,0,0,0,0,0,0,0
2000,Heptachloroepoxide,0,0,0,0,0,0,0,0,0,0
2001,Heptachloroepoxide,0,0,0,0,0,0,0,0,0,0
2002,Heptachloroepoxide,0,0,0,0,0,0,0,0,0,0
2003,Heptachloroepoxide,0,0,0,0,0,0,0,0,0,0
2004,Heptachloroepoxide,0,0,0,0,0,0,0,0,0,0
2005,Heptachloroepoxide,0,0.009,0,0,0,0,0,0,0,0
2006,Heptachloroepoxide,0,0.009517241,0.005,0.013545455,0,0.013095238,0.045428571,0.019238095,0.005,0
2007,Heptachloroepoxide,0,0.005764706,0.005,0.005,0,0.005,0.006166667,0.005,0.005,0
2008,Heptachloroepoxide,0,0,0,0,0,0,0,0,0,0
2009,Heptachloroepoxide,0,0,0,0,0,0,0,0,0,0
2010,Heptachloroepoxide,0,0,0,0,0,0,0,0,0,0
2011,Heptachloroepoxide,0,0,0,0,0,0,0,0,0,0
2012,Heptachloroepoxide,0,0,0,0,0,0,0,0,0,0
2013,Heptachloroepoxide,0,0,0,0,0,0,0,0,0,0
2014,Heptachloroepoxide,0,0,0,0,0,0,0,0,0,0
2015,Heptachloroepoxide,0,0,0,0,0,0,0,0,0,0
2016,Heptachloroepoxide,0,0,0,0,0,0,0,0,0,0
1998,Hexachlorobenzene,0,0,0,0,0,0,0,0,0,0
1999,Hexachlorobenzene,0,0,0,0,0,0,0,0,0,0
2000,Hexachlorobenzene,0,0,0,0,0,0,0,0,0,0
2001,Hexachlorobenzene,0,0,0,0,0,0,0,0,0,0
2002,Hexachlorobenzene,0,0,0,0,0,0,0,0,0,0
2003,Hexachlorobenzene,0,0,0,0,0,0,0,0,0,0
2004,Hexachlorobenzene,0,0,0,0,0,0,0,0,0,0
2005,Hexachlorobenzene,0,0,0,0,0,0,0,0,0,0
2006,Hexachlorobenzene,0,0,0,0,0,0,0,0,0,0
2007,Hexachlorobenzene,0,0,0,0,0,0,0,0,0,0
2008,Hexachlorobenzene,0,0.02,0,0,0,0,0.02,0,0,0
2009,Hexachlorobenzene,0,0.001,0.0055,0.0055,0,0.0055,0.001,0.0055,0.0055,0
2010,Hexachlorobenzene,0,0,0,0,0,0,0,0,0,0
2011,Hexachlorobenzene,0,0,0,0,0,0,0,0,0,0
2012,Hexachlorobenzene,0,0,0,0,0,0,0,0,0,0
2013,Hexachlorobenzene,0,0,0,0,0,0,0,0,0,0
2014,Hexachlorobenzene,0,0,0,0,0,0,0,0,0,0
2015,Hexachlorobenzene,0,0,0,0,0,0,0,0,0,0
2016,Hexachlorobenzene,0,0,0,0,0,0,0,0,0,0
1998,Indeno(1,2,3-c,d)pyrene,0,0,0,0,0,0,0,0,0,0
1999,Indeno(1,2,3-c,d)pyrene,0,0,0,0,0,0,0,0,0,0
2000,Indeno(1,2,3-c,d)pyrene,0,0,0,0,0,0,0,0,0,0
2001,Indeno(1,2,3-c,d)pyrene,0,0,0,0,0,0,0,0,0,0
2002,Indeno(1,2,3-c,d)pyrene,0,0,0,0,0,0,0,0,0,0
2003,Indeno(1,2,3-c,d)pyrene,0,0,0.001,0.001,0,0.001,0.134,0.001,0.002,0
2004,Indeno(1,2,3-c,d)pyrene,0,0,0,0,0,0,0,0,0,0
2005,Indeno(1,2,3-c,d)pyrene,0,0,0,0,0,0,0,0,0,0
2006,Indeno(1,2,3-c,d)pyrene,0,0,0,0,0,0,0,0,0,0
2007,Indeno(1,2,3-c,d)pyrene,0,0,0,0,0,0,0,0,0,0
2008,Indeno(1,2,3-c,d)pyrene,0,0,0,0,0,0,0,0,0,0
2009,Indeno(1,2,3-c,d)pyrene,0,0,0.004,0.004,0,0.004,0,0.004,0.004,0
2010,Indeno(1,2,3-c,d)pyrene,0,0,0,0,0,0,0,0,0,0
2011,Indeno(1,2,3-c,d)pyrene,0,0,0,0,0,0,0,0,0,0
2012,Indeno(1,2,3-c,d)pyrene,0,0,0,0,0,0,0,0,0,0
